transaction_id,user_id,product_id,product_name,category,price,quantity,timestamp,country,payment_method
26,651,113,Down-sized zero administration adapter,Home & Garden,64.64,3,2025-07-29 01:26:28.084674,Spain,Cash
27,408,39,Down-sized user-facing extranet,Electronics,319.6,2,2024-10-27 14:11:23.342993,Colombia,Debit Card
28,507,140,Virtual bi-directional encryption,Beauty,84.59,3,2024-12-08 13:10:06.387295,Argentina,PayPal
29,346,192,Synchronized analyzing help-desk,Books,571.52,5,2025-08-03 09:49:21.705856,Chile,Debit Card
30,580,195,Programmable modular website,Beauty,707.24,4,2024-12-26 19:37:28.774430,Argentina,Credit Card
31,48,90,Exclusive didactic Graphical User Interface,Beauty,489.52,1,2025-01-15 22:37:29.963551,Peru,Bank Transfer
32,17,90,Exclusive didactic Graphical User Interface,Beauty,489.52,1,2025-07-30 18:17:23.315228,Mexico,Bank Transfer
33,468,95,Stand-alone impactful orchestration,Toys,814.12,1,2024-10-08 12:07:25.973453,Colombia,Debit Card
34,706,326,Face-to-face object-oriented hardware,Home & Garden,200.27,2,2025-01-17 11:35:08.985106,Peru,PayPal
35,163,480,Function-based attitude-oriented moderator,Food,172.83,3,2024-09-24 18:45:21.957114,Spain,PayPal
36,257,408,Streamlined global framework,Electronics,450.3,1,2024-10-04 17:18:06.401688,Argentina,Debit Card
37,54,102,Exclusive value-added collaboration,Clothing,131.15,4,2024-11-19 14:38:27.263379,Peru,PayPal
38,744,337,Optimized heuristic protocol,Clothing,650.9,2,2024-09-14 00:36:51.841009,Colombia,Credit Card
39,721,481,Organized coherent frame,Books,469.95,1,2024-11-02 06:11:17.182226,Spain,Debit Card
40,489,94,Future-proofed value-added software,Books,505.17,1,2024-10-01 20:22:19.244962,Mexico,Cash
41,232,27,Open-architected 6thgeneration collaboration,Electronics,120.64,5,2025-04-28 04:28:15.272496,Peru,Bank Transfer
42,10,117,Enhanced client-driven process improvement,Books,20.69,1,2024-09-18 19:13:38.221982,Peru,PayPal
43,837,209,Ameliorated foreground migration,Clothing,631.24,1,2025-01-09 21:57:38.795478,Colombia,Debit Card
44,490,125,Pre-emptive foreground concept,Beauty,379.4,1,2025-01-14 14:49:54.374951,Mexico,Bank Transfer
45,92,210,Networked web-enabled circuit,Beauty,674.6,1,2024-12-22 23:43:27.224919,Spain,PayPal
46,377,88,Quality-focused solution-oriented knowledge user,Electronics,231.27,3,2025-06-29 10:29:02.799420,Mexico,Bank Transfer
47,793,71,Seamless eco-centric hardware,Food,120.52,2,2025-07-29 11:30:41.760687,Peru,Debit Card
48,71,495,Object-based client-driven concept,Books,236.35,5,2025-02-15 04:25:04.258142,Chile,Credit Card
49,625,94,Future-proofed value-added software,Books,505.17,2,2025-05-11 04:43:32.050625,Colombia,PayPal
50,740,12,Visionary systemic standardization,Food,292.31,2,2025-09-09 11:53:17.914974,Peru,Debit Card
51,942,68,Streamlined methodical orchestration,Electronics,416.53,4,2025-08-16 12:22:58.951962,Chile,Bank Transfer
52,881,99,Synergistic bandwidth-monitored toolset,Clothing,502.76,2,2025-01-08 11:53:39.428280,Spain,Credit Card
53,144,162,Right-sized incremental middleware,Sports,75.19,1,2025-06-03 23:15:45.931445,Chile,Bank Transfer
54,360,174,Organized heuristic synergy,Food,56.85,4,2024-11-01 12:46:37.768575,Argentina,Debit Card
55,254,113,Down-sized zero administration adapter,Home & Garden,64.64,3,2024-10-14 00:06:11.280028,Peru,Credit Card
56,255,156,Organic contextually-based middleware,Sports,201.68,5,2024-12-19 15:25:05.890359,Chile,Cash
57,739,364,Fully-configurable 24hour info-mediaries,Clothing,337.32,5,2024-09-25 06:43:59.064729,Argentina,Credit Card
58,869,234,Digitized foreground success,Sports,303.17,3,2024-09-14 09:53:14.223406,Mexico,Cash
59,622,71,Seamless eco-centric hardware,Food,120.52,5,2024-11-19 23:31:29.309617,Mexico,Bank Transfer
60,303,462,Organic real-time database,Clothing,688.39,1,2025-02-09 09:50:32.344426,Mexico,Bank Transfer
61,396,451,Open-source directional encoding,Home & Garden,541.86,1,2025-02-12 19:30:24.819636,Mexico,Bank Transfer
62,654,302,Streamlined 6thgeneration open system,Beauty,648.3,5,2025-09-06 11:53:47.603808,Spain,Cash
63,911,320,Customizable motivating moratorium,Sports,227.69,1,2024-09-10 04:43:44.333819,Argentina,PayPal
64,136,222,Progressive motivating forecast,Home & Garden,377.29,4,2024-11-08 15:04:16.453577,Chile,Bank Transfer
65,375,120,Implemented transitional utilization,Food,588.28,5,2024-12-15 21:36:34.466941,Peru,Debit Card
66,782,151,Business-focused transitional artificial intelligence,Food,279.19,4,2025-06-24 05:59:19.252788,Spain,Credit Card
67,602,228,Right-sized leadingedge task-force,Books,41.17,1,2025-02-27 22:07:41.420617,Spain,PayPal
68,221,471,Multi-lateral homogeneous adapter,Home & Garden,323.75,1,2025-08-13 13:12:03.784741,Spain,Bank Transfer
69,519,400,User-friendly clear-thinking matrices,Beauty,650.89,3,2024-10-21 16:28:42.616216,Peru,Cash
70,786,30,Expanded solution-oriented support,Food,54.86,4,2025-07-03 06:09:52.852030,Colombia,Bank Transfer
71,85,99,Synergistic bandwidth-monitored toolset,Clothing,502.76,5,2025-04-23 02:54:56.896420,Chile,Cash
72,157,162,Right-sized incremental middleware,Sports,75.19,3,2025-07-17 10:57:51.059418,Spain,PayPal
73,81,429,Robust asynchronous extranet,Books,614.22,5,2025-04-08 14:39:46.413609,Mexico,Debit Card
74,550,3,Programmable background protocol,Beauty,263.75,3,2025-04-28 11:55:01.360053,Colombia,Cash
75,650,184,Multi-lateral 24/7 Internet solution,Books,324.12,1,2025-03-21 05:44:03.924932,Argentina,Bank Transfer
76,748,389,Extended content-based protocol,Toys,165.53,2,2025-07-01 05:58:39.052891,Spain,Debit Card
77,89,176,Intuitive needs-based synergy,Sports,285.54,4,2024-12-01 13:15:52.364919,Spain,Bank Transfer
78,627,229,Customer-focused even-keeled knowledgebase,Books,670.16,5,2025-02-15 08:29:34.484077,Spain,PayPal
79,683,82,Synchronized impactful challenge,Sports,683.58,2,2025-01-07 18:23:16.708009,Spain,Credit Card
80,725,331,Compatible system-worthy function,Food,540.74,2,2025-03-11 01:54:06.243675,Peru,Credit Card
81,168,245,Open-architected needs-based approach,Books,612.79,4,2024-09-28 17:01:57.283218,Argentina,Cash
82,530,96,Distributed incremental functionalities,Clothing,478.98,3,2025-06-29 14:25:28.916857,Mexico,PayPal
83,130,35,Total zero administration knowledge user,Toys,477.25,3,2024-10-18 20:40:27.152657,Peru,Credit Card
84,790,45,Focused 5thgeneration info-mediaries,Food,116.15,1,2025-03-31 13:41:08.120398,Argentina,Bank Transfer
85,279,35,Total zero administration knowledge user,Toys,477.25,5,2025-07-28 11:05:54.764602,Spain,PayPal
86,730,290,Cross-group uniform encoding,Food,642.63,5,2025-02-26 11:26:49.215981,Peru,Credit Card
87,509,195,Programmable modular website,Beauty,707.24,4,2025-08-13 23:58:28.276354,Chile,PayPal
88,57,406,Visionary secondary analyzer,Food,382.22,4,2025-02-07 14:31:57.512282,Chile,Debit Card
89,377,131,Innovative homogeneous customer loyalty,Clothing,221.6,2,2025-02-10 00:45:21.699556,Argentina,Credit Card
90,916,49,Right-sized zero administration analyzer,Food,641.71,5,2024-12-28 03:44:33.734457,Peru,Credit Card
91,234,135,Triple-buffered global capacity,Electronics,453.86,5,2024-11-08 06:47:04.510098,Spain,Credit Card
92,880,472,Optional uniform knowledge user,Books,213.5,1,2025-08-22 04:32:55.884562,Mexico,Credit Card
93,484,454,Synchronized fault-tolerant Internet solution,Food,288.34,3,2025-06-19 20:27:53.072214,Colombia,Debit Card
94,184,68,Streamlined methodical orchestration,Electronics,416.53,1,2025-02-15 23:49:24.339927,Chile,Bank Transfer
95,230,52,Mandatory eco-centric conglomeration,Books,590.95,3,2024-11-05 05:12:16.843680,Mexico,Bank Transfer
96,938,147,Seamless bottom-line approach,Food,247.06,3,2025-09-02 02:11:01.413295,Argentina,Credit Card
97,586,243,Multi-channeled global artificial intelligence,Beauty,451.95,3,2025-08-18 05:05:09.066316,Spain,Cash
98,690,1,Balanced heuristic approach,Toys,480.75,1,2024-12-31 09:54:25.789447,Mexico,Debit Card
99,824,254,Versatile scalable secured line,Food,133.38,5,2025-07-27 20:43:45.883366,Spain,Bank Transfer
100,71,64,Adaptive homogeneous ability,Books,331.22,4,2025-08-14 15:36:04.842690,Argentina,PayPal
101,336,308,Inverse user-facing productivity,Home & Garden,561.28,1,2025-04-12 18:20:58.788848,Chile,Bank Transfer
102,9,350,Configurable dynamic success,Sports,548.89,3,2025-02-13 23:29:15.239513,Mexico,PayPal
103,578,388,Devolved foreground encryption,Toys,742.71,3,2024-12-23 13:13:05.957667,Peru,Cash
104,249,22,Universal demand-driven methodology,Food,513.11,4,2025-01-10 16:05:49.514618,Argentina,Cash
105,996,355,Advanced systemic capacity,Clothing,402.18,4,2025-04-14 14:20:58.363833,Mexico,Cash
106,779,228,Right-sized leadingedge task-force,Books,41.17,2,2024-10-16 17:32:32.492542,Mexico,Credit Card
107,955,375,Cloned background firmware,Electronics,362.31,4,2025-06-27 14:25:27.384856,Spain,Debit Card
108,555,358,Public-key solution-oriented success,Food,82.76,3,2024-11-03 18:10:02.486065,Peru,Credit Card
109,974,457,Organic coherent support,Beauty,241.37,3,2025-03-08 19:21:46.279268,Spain,Bank Transfer
110,870,217,Inverse heuristic process improvement,Toys,82.43,3,2025-08-17 00:52:50.355837,Spain,Debit Card
111,543,388,Devolved foreground encryption,Toys,742.71,2,2025-09-07 00:15:24.176380,Colombia,Bank Transfer
112,985,369,User-centric real-time open system,Toys,436.64,1,2025-02-28 23:32:43.952774,Mexico,PayPal
113,96,487,Down-sized disintermediate adapter,Toys,477.46,1,2024-10-28 17:04:33.358076,Mexico,Cash
114,423,84,Re-contextualized content-based superstructure,Electronics,750.68,3,2025-05-15 17:31:19.942416,Colombia,Credit Card
115,595,44,Phased mission-critical benchmark,Books,679.06,1,2025-05-11 02:25:56.394310,Chile,Debit Card
116,653,447,Virtual directional concept,Home & Garden,375.06,4,2024-09-24 17:55:39.175082,Spain,Cash
117,582,158,Digitized needs-based orchestration,Home & Garden,429.47,1,2025-01-08 11:48:13.874859,Colombia,Debit Card
118,243,333,Quality-focused scalable attitude,Home & Garden,440.98,3,2025-09-08 15:29:10.736210,Argentina,PayPal
119,949,225,Implemented 4thgeneration algorithm,Toys,663.4,4,2025-09-05 16:15:35.703234,Peru,PayPal
120,326,102,Exclusive value-added collaboration,Clothing,131.15,4,2025-07-06 19:29:13.574836,Argentina,Debit Card
121,77,293,Cloned upward-trending solution,Toys,96.87,2,2025-06-25 04:09:22.074267,Mexico,Cash
122,112,94,Future-proofed value-added software,Books,505.17,2,2025-07-07 19:40:28.917230,Spain,Debit Card
123,461,416,Monitored fault-tolerant core,Clothing,355.74,4,2024-10-19 05:47:57.225478,Argentina,Bank Transfer
124,124,346,Optimized system-worthy parallelism,Sports,659.16,5,2025-04-22 14:58:24.839776,Argentina,Debit Card
125,463,295,Assimilated 5thgeneration methodology,Home & Garden,253.28,3,2025-07-10 14:20:58.692200,Colombia,PayPal
126,873,226,Configurable holistic Local Area Network,Beauty,556.17,1,2024-10-30 14:02:18.288898,Spain,Debit Card
127,827,463,Digitized tertiary archive,Food,102.09,3,2025-04-19 05:47:29.614313,Peru,Cash
128,42,277,Robust web-enabled concept,Electronics,396.49,2,2024-11-06 10:32:02.491004,Argentina,Debit Card
129,94,249,Focused disintermediate approach,Food,591.07,2,2025-03-10 04:21:43.925220,Argentina,Bank Transfer
130,526,158,Digitized needs-based orchestration,Home & Garden,429.47,1,2025-05-19 11:40:58.027091,Peru,PayPal
131,267,266,Object-based bottom-line projection,Books,491.87,2,2025-01-31 13:53:20.728077,Spain,Bank Transfer
132,876,123,Down-sized high-level extranet,Food,617.84,4,2025-05-10 17:14:14.450756,Chile,Cash
133,256,334,Assimilated 3rdgeneration algorithm,Books,360.69,1,2025-07-02 17:44:03.622618,Colombia,Credit Card
134,824,82,Synchronized impactful challenge,Sports,683.58,2,2025-08-23 08:41:39.647587,Spain,Credit Card
135,64,31,Open-source system-worthy access,Beauty,369.32,2,2024-12-26 04:09:53.507288,Mexico,Debit Card
136,844,454,Synchronized fault-tolerant Internet solution,Food,288.34,4,2025-02-09 13:10:33.240257,Argentina,Credit Card
137,597,217,Inverse heuristic process improvement,Toys,82.43,5,2025-06-26 21:27:28.728561,Argentina,Credit Card
138,23,199,Right-sized clear-thinking moderator,Books,443.88,1,2025-05-11 04:09:33.183239,Mexico,Bank Transfer
139,829,58,Robust multi-tasking forecast,Home & Garden,386.01,2,2024-12-06 20:07:48.819660,Spain,PayPal
140,126,142,Re-engineered disintermediate time-frame,Electronics,488.7,1,2025-05-24 16:05:50.790201,Colombia,Credit Card
141,173,297,Re-engineered 6thgeneration protocol,Clothing,86.41,5,2024-10-08 23:46:17.782600,Colombia,Bank Transfer
142,509,206,Total content-based capacity,Beauty,352.6,1,2024-11-02 21:26:19.548762,Colombia,Bank Transfer
143,177,308,Inverse user-facing productivity,Home & Garden,561.28,3,2024-10-26 00:29:00.847072,Mexico,Debit Card
144,282,339,Mandatory human-resource hub,Food,236.02,3,2024-12-22 02:14:43.836239,Colombia,Debit Card
145,36,321,Programmable bi-directional orchestration,Toys,644.23,5,2025-05-19 00:14:25.053651,Chile,Cash
146,252,8,Open-architected intermediate implementation,Home & Garden,253.67,3,2025-05-30 07:03:10.178964,Colombia,Bank Transfer
147,904,10,Inverse next generation matrices,Sports,446.8,5,2025-02-06 14:18:57.483029,Colombia,Credit Card
148,90,16,Public-key 4thgeneration application,Clothing,631.71,3,2025-08-18 03:42:11.956245,Colombia,Debit Card
149,430,216,Fully-configurable directional productivity,Electronics,223.98,2,2025-08-02 21:07:38.833490,Peru,Cash
150,256,13,Progressive 6thgeneration core,Sports,699.95,5,2025-01-20 22:14:09.517235,Spain,Bank Transfer
151,801,227,Organized responsive implementation,Clothing,634.93,3,2024-11-18 21:12:08.610649,Colombia,Cash
152,801,500,Diverse scalable portal,Sports,28.27,4,2024-09-27 20:13:58.593126,Argentina,Cash
153,515,381,Switchable contextually-based paradigm,Home & Garden,286.27,3,2025-01-30 04:17:58.805526,Colombia,PayPal
154,185,281,Advanced even-keeled ability,Beauty,423.62,1,2025-02-26 04:03:24.466238,Argentina,Cash
155,225,127,Fundamental local Internet solution,Food,372.19,1,2025-06-23 01:11:28.746723,Argentina,Credit Card
156,829,337,Optimized heuristic protocol,Clothing,650.9,4,2025-02-21 02:21:55.788401,Chile,PayPal
157,786,185,Distributed optimizing contingency,Toys,624.23,5,2025-06-09 00:25:33.704580,Mexico,Debit Card
158,103,41,Re-contextualized empowering benchmark,Electronics,504.26,2,2025-05-08 07:23:18.232031,Peru,Debit Card
159,273,334,Assimilated 3rdgeneration algorithm,Books,360.69,5,2024-09-12 16:55:30.950319,Peru,Credit Card
160,783,294,Extended asymmetric infrastructure,Toys,268.11,2,2025-08-24 07:20:19.952617,Chile,Bank Transfer
161,364,54,Object-based homogeneous collaboration,Sports,620.39,2,2024-10-14 00:20:14.291384,Mexico,Debit Card
162,607,93,Networked non-volatile secured line,Beauty,596.99,3,2024-11-03 01:42:42.933300,Peru,PayPal
163,936,20,Extended bandwidth-monitored knowledgebase,Home & Garden,169.82,5,2024-12-06 14:22:01.260530,Spain,PayPal
164,971,252,Virtual discrete collaboration,Toys,580.94,5,2025-08-25 07:37:50.518281,Chile,Debit Card
165,577,429,Robust asynchronous extranet,Books,614.22,2,2025-05-31 01:50:00.517600,Colombia,Cash
166,317,488,Robust transitional archive,Beauty,665.12,2,2024-09-24 00:34:34.330105,Colombia,Credit Card
167,93,354,Extended reciprocal installation,Home & Garden,614.53,1,2025-04-28 12:02:05.159138,Mexico,Cash
168,225,306,Persevering methodical moratorium,Sports,653.08,1,2025-06-29 01:35:23.207721,Chile,Bank Transfer
169,1,186,Cross-platform 3rdgeneration infrastructure,Beauty,47.29,3,2025-01-11 01:27:26.717733,Chile,Debit Card
170,826,373,Phased 5thgeneration focus group,Clothing,33.44,2,2025-03-05 05:04:33.271336,Argentina,Debit Card
171,941,32,Open-source homogeneous focus group,Electronics,801.35,3,2024-11-26 00:39:47.722788,Spain,Credit Card
172,152,165,Streamlined systemic extranet,Toys,449.0,5,2025-05-16 07:40:41.677759,Peru,Debit Card
173,793,70,Organized value-added encoding,Clothing,618.73,1,2025-03-22 18:10:31.919575,Chile,PayPal
174,984,211,Configurable multi-tasking matrix,Beauty,218.68,1,2025-02-15 17:48:58.098127,Argentina,Bank Transfer
175,601,104,Reduced local leverage,Books,280.79,1,2025-02-23 01:08:46.055560,Argentina,PayPal
176,331,179,Persistent fresh-thinking utilization,Electronics,383.74,2,2025-03-25 15:34:56.475366,Mexico,Bank Transfer
177,811,428,Public-key global circuit,Books,645.38,4,2024-09-26 05:42:06.775727,Peru,PayPal
178,179,427,Universal encompassing open system,Sports,692.39,5,2024-09-16 12:41:48.340909,Peru,Cash
179,806,152,Inverse responsive moderator,Clothing,222.73,3,2025-03-02 04:32:10.014229,Mexico,Cash
180,835,218,Realigned client-server toolset,Clothing,41.58,2,2025-08-15 02:13:34.580535,Colombia,PayPal
181,752,126,Streamlined disintermediate standardization,Beauty,301.64,3,2025-08-12 22:01:34.914790,Mexico,Debit Card
182,747,246,Stand-alone hybrid solution,Food,27.57,1,2025-02-20 23:22:44.920530,Peru,Cash
183,401,308,Inverse user-facing productivity,Home & Garden,561.28,5,2025-08-01 09:25:04.149741,Spain,Debit Card
184,617,57,Assimilated leadingedge architecture,Food,803.65,3,2025-07-05 02:22:18.939028,Chile,Debit Card
185,655,102,Exclusive value-added collaboration,Clothing,131.15,5,2025-02-01 02:19:13.473996,Spain,Bank Transfer
186,145,23,Re-engineered scalable pricing structure,Home & Garden,202.17,3,2025-03-22 17:04:09.519008,Peru,Credit Card
187,244,438,Balanced asymmetric focus group,Toys,74.5,3,2024-11-29 22:44:18.377333,Argentina,Debit Card
188,652,355,Advanced systemic capacity,Clothing,402.18,1,2024-12-06 05:13:36.283655,Peru,PayPal
189,458,229,Customer-focused even-keeled knowledgebase,Books,670.16,1,2025-02-13 22:39:23.286244,Argentina,Debit Card
190,256,249,Focused disintermediate approach,Food,591.07,1,2025-06-29 20:42:32.171758,Argentina,PayPal
191,806,469,Stand-alone tangible architecture,Toys,676.49,1,2025-03-24 08:37:08.812621,Peru,Credit Card
192,50,350,Configurable dynamic success,Sports,548.89,4,2024-09-15 22:55:49.576581,Colombia,Bank Transfer
193,993,301,Front-line system-worthy knowledge user,Food,136.67,2,2025-06-17 15:20:01.547698,Colombia,Bank Transfer
194,903,337,Optimized heuristic protocol,Clothing,650.9,4,2025-03-10 06:17:24.308139,Argentina,Cash
195,385,71,Seamless eco-centric hardware,Food,120.52,1,2025-03-23 22:23:26.548685,Colombia,Cash
196,667,319,Team-oriented hybrid artificial intelligence,Beauty,372.55,2,2025-06-21 13:42:48.464844,Mexico,Bank Transfer
197,76,322,Function-based neutral secured line,Books,204.2,1,2025-08-13 20:16:24.993222,Argentina,Credit Card
198,327,239,Profound analyzing success,Toys,68.81,3,2025-04-02 15:58:24.671830,Spain,Credit Card
199,351,81,Persistent high-level Graphical User Interface,Food,82.57,2,2024-11-13 16:21:21.124028,Colombia,Debit Card
200,750,260,Total attitude-oriented paradigm,Electronics,283.42,1,2024-09-15 04:15:13.269001,Chile,Credit Card
201,347,6,Horizontal fresh-thinking challenge,Books,164.0,5,2024-10-09 01:43:54.445067,Chile,Bank Transfer
202,722,251,Polarized 6thgeneration analyzer,Clothing,23.39,1,2025-08-21 11:47:25.417209,Colombia,Debit Card
203,622,31,Open-source system-worthy access,Beauty,369.32,4,2024-10-16 07:01:52.657516,Mexico,Credit Card
204,104,19,Profound holistic software,Electronics,504.35,3,2024-11-10 16:24:01.725063,Mexico,Debit Card
205,420,60,Customizable systemic architecture,Toys,828.1,5,2025-05-13 04:49:31.511731,Peru,Cash
206,272,241,Distributed bi-directional model,Sports,244.73,3,2024-11-08 01:40:07.353590,Argentina,Debit Card
207,99,483,Open-source fault-tolerant concept,Home & Garden,176.47,1,2024-11-23 11:37:11.178895,Colombia,Cash
208,563,435,Right-sized bi-directional leverage,Toys,676.45,4,2025-01-19 21:53:08.653580,Mexico,Credit Card
209,370,16,Public-key 4thgeneration application,Clothing,631.71,1,2024-12-31 22:54:57.086881,Colombia,Credit Card
210,302,487,Down-sized disintermediate adapter,Toys,477.46,5,2024-10-07 19:29:59.957523,Colombia,Debit Card
211,100,63,Digitized bi-directional software,Clothing,391.17,1,2025-07-25 17:10:46.498169,Mexico,Debit Card
212,654,272,Multi-lateral maximized application,Clothing,330.2,3,2025-08-24 01:10:17.262162,Spain,Bank Transfer
213,865,237,Inverse reciprocal task-force,Beauty,729.38,1,2025-06-21 04:51:59.351017,Argentina,Bank Transfer
214,483,196,Operative mobile access,Books,112.54,4,2025-08-28 06:25:14.917624,Peru,PayPal
215,94,304,Universal value-added application,Food,491.0,5,2025-06-16 04:17:19.634949,Colombia,Debit Card
216,380,467,Focused homogeneous policy,Clothing,79.78,4,2024-10-24 07:34:05.673795,Argentina,Debit Card
217,457,497,Robust holistic orchestration,Toys,724.72,1,2025-03-15 10:11:29.395428,Argentina,Bank Transfer
218,477,357,Persistent even-keeled standardization,Home & Garden,372.13,3,2025-05-11 19:25:40.851315,Mexico,PayPal
219,578,183,Multi-tiered responsive collaboration,Food,750.47,1,2025-06-23 16:42:57.484211,Mexico,Credit Card
220,88,463,Digitized tertiary archive,Food,102.09,3,2025-06-24 23:24:08.869365,Chile,Bank Transfer
221,995,433,Profound non-volatile instruction set,Beauty,46.18,5,2024-11-13 09:00:48.387177,Mexico,Cash
222,63,363,Compatible dedicated matrices,Home & Garden,357.43,4,2025-03-28 00:37:45.275625,Chile,Bank Transfer
223,989,151,Business-focused transitional artificial intelligence,Food,279.19,5,2025-06-01 17:31:25.507712,Peru,Bank Transfer
224,587,244,Mandatory web-enabled architecture,Electronics,66.7,2,2025-09-07 02:45:34.248230,Colombia,PayPal
225,81,137,Pre-emptive executive flexibility,Electronics,755.72,4,2024-11-02 05:05:00.834088,Peru,Credit Card
226,515,274,Integrated 24/7 data-warehouse,Beauty,649.18,5,2025-03-19 13:14:30.434874,Chile,Cash
227,694,360,Enhanced local frame,Food,101.9,5,2025-03-03 17:05:23.065238,Mexico,Credit Card
228,973,151,Business-focused transitional artificial intelligence,Food,279.19,4,2024-09-20 20:42:53.297029,Mexico,Debit Card
229,996,128,Balanced encompassing synergy,Clothing,679.37,2,2025-06-26 07:30:37.400403,Mexico,Debit Card
230,44,3,Programmable background protocol,Beauty,263.75,4,2024-10-17 19:01:48.186971,Spain,Bank Transfer
231,207,290,Cross-group uniform encoding,Food,642.63,2,2024-11-26 12:02:08.360717,Chile,PayPal
232,328,107,Diverse intangible capability,Electronics,461.22,1,2025-04-24 16:22:47.836242,Spain,Bank Transfer
233,570,82,Synchronized impactful challenge,Sports,683.58,4,2025-06-19 07:18:05.159094,Chile,PayPal
234,878,211,Configurable multi-tasking matrix,Beauty,218.68,3,2025-09-01 06:43:28.805156,Chile,Bank Transfer
235,940,162,Right-sized incremental middleware,Sports,75.19,1,2025-07-11 14:04:48.122958,Peru,Cash
236,602,184,Multi-lateral 24/7 Internet solution,Books,324.12,5,2025-04-01 11:05:32.099733,Colombia,Credit Card
237,425,211,Configurable multi-tasking matrix,Beauty,218.68,2,2025-01-29 08:17:47.363982,Mexico,Cash
238,603,18,Synergized intermediate support,Sports,772.83,5,2024-11-21 15:59:34.017405,Spain,Credit Card
239,577,158,Digitized needs-based orchestration,Home & Garden,429.47,1,2024-09-23 06:26:47.352118,Argentina,Cash
240,902,435,Right-sized bi-directional leverage,Toys,676.45,3,2024-09-11 08:21:52.812361,Colombia,PayPal
241,393,119,Synchronized dedicated productivity,Toys,437.24,4,2024-09-16 05:44:42.256941,Chile,Cash
242,485,170,Advanced value-added service-desk,Books,502.12,1,2025-05-04 18:31:17.786586,Mexico,PayPal
243,413,76,Digitized 6thgeneration knowledgebase,Food,473.36,2,2025-06-10 15:25:13.542855,Chile,Cash
244,698,153,Phased dedicated strategy,Food,368.19,4,2025-08-29 21:18:56.501950,Spain,Bank Transfer
245,911,463,Digitized tertiary archive,Food,102.09,3,2024-10-11 02:20:07.885983,Peru,Debit Card
246,51,162,Right-sized incremental middleware,Sports,75.19,4,2025-04-15 00:52:58.835641,Argentina,PayPal
247,21,222,Progressive motivating forecast,Home & Garden,377.29,3,2025-04-14 09:26:21.212968,Argentina,PayPal
248,288,106,Cross-platform next generation complexity,Clothing,655.5,4,2025-03-09 10:13:40.797165,Peru,Credit Card
249,996,123,Down-sized high-level extranet,Food,617.84,2,2024-10-23 16:47:56.028052,Mexico,PayPal
250,998,100,Configurable 3rdgeneration access,Beauty,610.5,4,2025-06-23 22:24:11.267002,Argentina,PayPal
